Source Country,Name,Field Of Influence,Generation,Influence,Description
Iran,Firouz Naderi,Academia/Science,First Generation,33735,Firouz Michael Naderi  is an Iranian-American scientist and currently the Director for Solar System Exploration at NASA's Jet Propulsion Laboratory 
Iran,Mark Zandi,Academia/Science,First Generation,33492,Mark Zandi is an American economist and co-founder of Moody's Economy
Iran,Darius Lahoutifard,Business/Technology,First Generation,33316,Darius Lahoutifard  is CEO of Altadyn Corp
Iran,Siavash Alamouti,Academia/Science,First Generation,33160,Siavash Alamouti  is an Iranian-American engineer who is best known for the invention of the Alamouti space
Iran,Ray Takeyh,Academia/Science,First Generation,32782,"Ray Takeyh, DPhil is an Iranian-American Middle East scholar, former United States Department of State official, and a Senior Fellow at the Council on Foreign Relations"
Iran,Dalia Sofer,Literature,First Generation,32758,Dalia Sofer  is an Iranian-born American writer
Iran,Massy Tadjedin,Arts/Entertainment,First Generation,32655,Massy Tadjedin  is an Iranian-American screenwriter
Iran,Mehrdad Nikoonahad,Business/Technology,First Generation,32562,"Dr  Mehrdad Nikoonahad is an Iranian-American electrical engineer, technologist, innovator and entrepreneur"
Iran,Ali Nejad,Arts/Entertainment,Second Generation or Higher,32543,"Oliver ""Ali"" Nejad is an Iranian-American television personality, who currently hosts ""Road Trip"" on ESPNU, and occasionally serves as a fill-in host for ""UNite,"" also on ESPNU"
Iran,Ghavam Shahidi,Academia/Science,First Generation,32244,Ghavam Shahidi is an Iranian-American electrical engineer and IBM Fellow
Iran,Artemis Pebdani,Arts/Entertainment,First Generation,31930,"Artemis Pebdani  is an actress best known for her work as Artemis on It's Always Sunny in Philadelphia, in which she plays a foul-mouthed friend of Sweet Dee"
Iran,Homayoun Seraji,Academia/Science,First Generation,31470,"Homayoun Seraji  was an Iranian scientist, engineer, a JPL senior researcher and former professor of Sharif University of Technology who published extensively in the field of multivariable control systems, focusing on optimal control, pole placement, multivariable PID controllers, and output regulation"
Iran,Pouran Jinchi,Arts/Entertainment,First Generation,31332,Pouran Jinchi is a New York-based artist of Iranian origin
Iran,Ali Rowghani,Business/Technology,First Generation,31259,Ali Rowghani  is an Iranian-born American businessman
Iran,Emud Mokhberi,Arts/Entertainment,First Generation,31144,Emud Mokhberi  is an Iranian-American film director
Iran,Mohsen Mostafavi,Academia/Science,First Generation,31140,Mohsen Mostafavi  is an Iranian-American architect and educator
Iran,Mehran Kardar,Academia/Science,Second Generation or Higher,31103,"Mehran Kardar  is a prominent Iranian born physicist, full Professor of Physics at the Massachusetts Institute of Technology, and co-faculty at the New England Complex Systems Institute"
Iran,J. Darius Bikoff,Business/Technology,First Generation,30689,"John Darius Bikoff  is an American entrepreneur, founder and CEO of Energy Brands"
Iran,Paul Merage,Business/Technology,First Generation,30017,"The Merage family /m__r__d_/ is a wealthy Iranian Jewish family residing in Orange County, California"
Iran,David Merage,Business/Technology,Second Generation or Higher,30016,"The Merage family /m__r__d_/ is a wealthy Iranian Jewish family residing in Orange County, California"
Iran,Anousheh Khalili,Arts/Entertainment,First Generation,29826,"Anousheh Khalili , is an Iranian-American singer-songwriter"
Iran,Manuchehr Shahrokhi,Academia/Science,First Generation,29701,"Manuchehr Shahrokhi is a professor of Global Business-Finance at California State University, Fresno, founding editor of the Global Finance Journal and Executive Director of the Global Finance Association/Conference"
Iran,Touraj Daryaee,Academia/Science,First Generation,29554,"Touraj Daryaee   is a contemporary Persian Iranologist and historian, now the Howard Baskerville Professor in the history of Iran and the Persianate World at the University of California, Irvine"
Iran,Bahram Mashhoon,Academia/Science,First Generation,29514,Bahram Mashhoon is an Iranian-American physicist known for his research in General Relativity
Iran,Houchang Chehabi,Academia/Science,First Generation,29027,"Houchang Esfandiar Chehabi, PhD, is a leading expert[citation needed] in Iranian studies at The Frederick S"
Iran,Shaul Bakhash,Academia/Science,First Generation,28856,"Shaul Bakhash , PhD, is a historian and leading expert[citation needed] in Iranian studies at George Mason University where he is a ""Clarence J"
Iran,Andre Khabbazi,Arts/Entertainment,First Generation,28749,"Andre Khabbazi was born to Assyrian American parents on January 15, 1975 in Sacramento, California"
Iran,Dan Ahdoot,Arts/Entertainment,First Generation,28627,Dan Ahdoot is a stand-up comedian who primarily performs in New York City
Iran,Sardar Biglari,Business/Technology,First Generation,28225,"Sardar Biglari  is an entrepreneur and is the Founder, Chairman and CEO of Biglari Holdings, a holding company that trades on the New York Stock Exchange under the symbol BH"
Iran,Nader Pourmand,Academia/Science,First Generation,28218,Nader Pourmand is an Iranian-American biomolecular engineer
Iran,Hamid Akhavan,Business/Technology,First Generation,27812,"Hamid Akhavan-Malayeri   is an Iranian-born American business executive, and former CEO of Unify GmbH &amp; Co"
Iran,Siamak Ghahremani,Arts/Entertainment,Second Generation or Higher,27309,Siamak Ghahremani  is an Iranian American cultural event producer and radio host
Iran,Vahid Alaghband,Business/Technology,First Generation,26315,Vahid Alaghband is a British-Iranian international commodities trader and entrepreneur based in London
Iran,Danny Shepherd,Arts/Entertainment,First Generation,26250,Danny Shepherd was a rugby league footballer in the Australian Rugby League  competition
Mexico,Selena,Arts/Entertainment,Second Generation or Higher,498280,"Selena Quintanilla-P_rez , known by the mononym Selena, was an American singer, songwriter, spokesperson, actress, and fashion designer"
Mexico,Rey Mysterio Jr.,Sports,First Generation,480012,"Óscar Guti_rrez Rubio , better known by the ring name Rey Mysterio, is a Mexican-American professional wrestler who currently works for Asistencia AsesorÍa y Administraci„n "
Mexico,Eddie Guerrero,Sports,First Generation,448457,"Eduardo Gory ""Eddie"" Guerrero Llanes  was a Mexican-American professional wrestler born into the Guerrero wrestling family"
Mexico,Alberto Gonzales,Government,First Generation,447871,"Alberto R  Gonzales  was the 80th United States Attorney General, appointed in February 2005 by President George W"
Mexico,Ted Williams,Sports,Second Generation or Higher,402193,"Theodore Samuel ""Ted"" Williams  was an American Major League Baseball  left fielder, and later manager"
Mexico,Mark Sanchez,Sports,First Generation,395835,Mark Travis John Sanchez  is an American football quarterback for the Philadelphia Eagles of the National Football League 
Mexico,Manny Ramirez,Sports,Second Generation or Higher,376674,"Manuel ArÍstides ""Manny"" RamÍrez Onelcida  is a Dominican-American professional baseball outfielder who played in Major League Baseball for parts of 19 seasons"
Mexico,Selena Gomez,Arts/Entertainment,Second Generation or Higher,365579,Selena Marie Gomez  is an American actress and singer
Mexico,Demi Lovato,Arts/Entertainment,First Generation,352498,"Demetria Devonne ""Demi"" Lovato  is an American actress, singer, and songwriter who made her debut as a child actress in Barney &amp; Friends"
Mexico,The Bella Twins,Sports,First Generation,349858,"Brianna Monique Danielson  and Nicole Garcia-Colace  are American twin models, actresses, and professional wrestlers"
Mexico,Lee Trevino,Sports,Second Generation or Higher,331029,Lee Buck Trevino  is a retired American professional golfer who won six major championships over the course of his career
Mexico,Hilda Solis,Government,First Generation,318978,Hilda Lucia Solis  is an American politician and a member of the Los Angeles County Board of Supervisors for District 1
Mexico,Kid Cudi,Arts/Entertainment,Second Generation or Higher,316758,"Scott Ramon Seguro Mescudi , better known by his stage name Kid Cudi , is an American recording artist and actor from Cleveland, Ohio"
Mexico,Javier Hernandez,Arts/Entertainment,First Generation,315341,"Javier Hernˆndez Balcˆzar ; born 1 June 1988) is a Mexican footballer who plays as a forward for Spanish club Real Madrid, on loan from Manchester United, and the Mexico national football team"
Mexico,Shawn Hernandez,Sports,Second Generation or Higher,286166,"Shawn Hernandez  is an American professional wrestler, better known by his ring name, Hernandez"
Mexico,Eric Garcetti,Government,First Generation,285584,"Eric Michael Garcetti  is the mayor of Los Angeles and a former member of the Los Angeles City Council, representing the 13th District"
Mexico,Paul London,Sports,Second Generation or Higher,279137,Paul Michael London[10]  is an American professional wrestler
Mexico,Bill Richardson,Government,First Generation,263467,"William Blaine ""Bill"" Richardson III  is an American politician who was 30th Governor of New Mexico, from 2003 to 2011"
Mexico,Joan Baez,Arts/Entertainment,First Generation,263134,"Joan Baez  is an American folk singer, songwriter, musician, and activist whose contemporary folk music often includes songs of protest or social justice"
Mexico,Oscar De La Hoya,Sports,Second Generation or Higher,257992,Oscar De La Hoya  is a retired Mexican American professional boxer
Mexico,Jenni Rivera,Arts/Entertainment,First Generation,256131,"Dolores Janney ""Jenni"" Rivera  was an American singer, songwriter, actress, television producer, and entrepreneur known for her work within the regional Mexican music genre"
Mexico,Melina Perez,Sports,Second Generation or Higher,255775,"Melina Perez  is an American model, retired professional wrestler, valet, and actress"
Mexico,Antonio Villaraigosa,Government,Second Generation or Higher,250816,"Antonio Ram„n Villaraigosa  is an American politician who served as the 41st Mayor of Los Angeles, California from 2005 to 2013"
Mexico,Louis C.K.,Arts/Entertainment,First Generation,239678,"Louis Sz_kely , known professionally as Louis C"
Mexico,Carlos Santana,Arts/Entertainment,First Generation,220237,"Carlos Santana _audio_  is a Mexican and American musician who first became famous in the late 1960s and early 1970s with his band, Santana, which pioneered a fusion of rock and Latin American music"
Mexico,Pancho Gonzales,Sports,Second Generation or Higher,213118,"Ricardo Alonso Gonzˆlez , also known as Richard Gonzales, and usually as Pancho Gonzales, was an American tennis player"
Mexico,Carlos Bocanegra,Sports,Second Generation or Higher,207407,Carlos Manuel Bocanegra  is a retired American professional soccer player
Mexico,Lefty Gomez,Sports,Second Generation or Higher,206816,"Vernon Louis ""Lefty"" Gomez  was an American professional baseball player"
Mexico,Paul Rodriguez Jr.,Sports,Second Generation or Higher,205878,"Paul Rodriguez Jr  , also known by his nickname P-Rod, is an American professional street skateboarder and actor"
Mexico,Tito Ortiz,Sports,Second Generation or Higher,202499,"Jacob Christopher ""Tito"" Ortiz  is an American mixed martial artist and personality fighting for Bellator MMA"
Mexico,Logan Lerman,Arts/Entertainment,Second Generation or Higher,201274,"Logan Wade Lerman  is an American actor, known for playing the title role in the fantasy-adventure Percy Jackson films"
Mexico,Tony Romo,Sports,Second Generation or Higher,200636,"Antonio Ramiro ""Tony"" Romo  is an American football quarterback for the Dallas Cowboys of the National Football League "
Mexico,Jim Plunkett,Sports,Second Generation or Higher,193869,"James William ""Jim"" Plunkett  is a former American football quarterback who played college football for Stanford University, where he won the Heisman Trophy, and professionally for three National Football League teams: the New England Patriots, San Francisco 49ers and Oakland/Los Angeles Raiders"
Mexico,Victor Ortiz,Sports,First Generation,192205,"""Vicious"" Victor Ortiz  is an American professional boxer and film actor of Mexican descent"
Mexico,Rich Rodriguez,Sports,Second Generation or Higher,190589,"Richard Alan ""Rich"" Rodriguez  is an American football coach and former player"
