Source Country,Field Of Influence,Name,Influence,log(influence),Description,Unknown
Germany,Arts/Entertainment,Kirsten Dunst,327802,5.029703102,"Kirsten Caroline Dunst  is an American-German actress, singer, model and director",81
Germany,Other,Special pages,322460,5.019494153,MediaWiki is a free and open-source wiki application,52
Germany,Arts/Entertainment,Trent Reznor,318561,5.01193554,"Michael Trent Reznor , known professionally as Trent Reznor, is an American singer-songwriter, composer, and record producer",124
Germany,Academia/Science,Emmy Noether,315681,5.006292719,Emmy Noether  was an influential German mathematician known for her contributions to abstract algebra and theoretical physics,125
Germany,Arts/Entertainment,Gwyneth Paltrow,315194,5.005333448,,0
Germany,Arts/Entertainment,Leonardo DiCaprio,313586,5.00215552,Leonardo Wilhelm DiCaprio  is an American actor and film producer,65
Germany,Sports,Orel Hershiser,313213,5.001416023,Orel Leonard Hershiser IV  is an American former baseball pitcher who played 18 seasons in Major League Baseball  from 1983 to 2000,131
Germany,Arts/Entertainment,Sandra Bullock,312971,5.000935771,Sandra Annette Bullock  is an American actress and film producer,64
Germany,Other,Ann Dunham,308597,4.992190907,"Stanley Ann Dunham  was the mother of Barack Obama, the 44th President of the United States, and an American anthropologist who specialized in economic anthropology and rural development",186
Germany,Arts/Entertainment,Heidi Klum,304727,4.984349707,"Heidi Klum  is a German model, television host, businesswoman, fashion designer, television producer, and occasional actress",124
Germany,Military,Norman Schwarzkopf,304398,4.983678517,"H  Norman Schwarzkopf, Jr",25
Germany,Arts/Entertainment,Michelle Pfeiffer,302856,4.980522999,Michelle Marie Pfeiffer  is an American actress and singer,58
Germany,Arts/Entertainment,Jessica Lange,297642,4.969732882,"Jessica Phyllis Lange  is an American actress who has worked in film, theater and television",92
Germany,Sports,Mark Spitz,297365,4.969154369,"Mark Andrew Spitz  is an American former competition swimmer, nine-time Olympic champion, and former world record-holder in multiple events",139
Germany,Arts/Entertainment,Tom Cruise,296612,4.967579003,Tom Cruise  is an American actor and filmmaker,46
Germany,Arts/Entertainment,Mike Nichols,295838,4.965955529,"Mike Nichols  was a German-born American film and theatre director, producer, actor and comedian",96
Germany,Sports,John Smoltz,292527,4.958962381,"John Andrew Smoltz , nicknamed ""Smoltzie"" and ""Marmaduke,"" is an American former baseball pitcher and active sportscaster",121
Germany,Arts/Entertainment,Fred Astaire,291025,4.955763876,"Fred Astaire  was an American dancer, choreographer, singer, musician and actor",79
Germany,Other,John Dillinger,289461,4.95241575,John Herbert Dillinger   was an American gangster and a bank robber in the Depression-era United States,103
Germany,Business/Technology,George Steinbrenner,284329,4.941300966,George Michael Steinbrenner III  was an American businessman who was the principal owner and managing partner of Major League Baseball's New York Yankees,153
Germany,Sports,Lex Luger,283301,4.93905044,"Lawrence Wendell ""Larry"" Pfohl  better known by his ring name, Lex Luger, is an American retired professional wrestler, television producer and football player currently working with WWE on their wellness policy",211
Germany,Academia/Science,Hans Albrecht Bethe,281888,4.935943698,"Hans Albrecht Bethe  was a German and American nuclear physicist who, in addition to making important contributions to astrophysics, quantum electrodynamics and solid-state physics, won the 1967 Nobel Prize in Physics for his work on the theory of stellar nucleosynthesis",271
Germany,Sports,Scott Schebler,280255,4.932333789,Below are brief bios of some of the Los Angeles Dodgers more notable prospects:,79
Germany,Arts/Entertainment,Grace Kelly,277292,4.925729743,"Grace Patricia Kelly  was an American actress who, after marrying Prince Rainier III, became Princess of Monaco",111
Germany,Literature,Dr. Seuss,275775,4.922321233,Theodor Seuss Geisel  was an American writer and cartoonist,59
Germany,Literature,Gertrude Stein,274576,4.919613936,"Gertrude Stein  was an American writer of novels, poetry and plays",66
Germany,Sports,Kenesaw Mountain Landis,273994,4.918295537,Kenesaw Mountain Landis  was an American jurist who served as a federal judge from 1905 to 1922 and as the first Commissioner of Baseball from 1920 until his death,163
Germany,Academia/Science,Franz Boas,273533,4.917249249,"Franz Uri Boas  was a German-American anthropologist and a pioneer of modern anthropology who has been called the ""Father of American Anthropology""",147
Germany,Other,Bonnie Parker,273529,4.917240163,Bonnie Elizabeth Parker  and Clyde Chestnut Barrow a,52
Germany,Arts/Entertainment,Ingrid Bergman,273363,4.916862971,Ingrid Bergman  was a Swedish actress who starred in a variety of European and American films,93
Germany,Government,Luke Ravenstahl,273282,4.916678836,Luke Robert Ravenstahl  is an American politician who served as the 59th Mayor of Pittsburgh from 2006 until 2014,113
Germany,Sports,Mike Schmidt,271771,4.913233889,Michael Jack Schmidt  is an American baseball third baseman who played 18 seasons in Major League Baseball  for the Philadelphia Phillies,137
Germany,Literature,Roger Ebert,271549,4.912726135,"Roger Joseph Ebert  was an American film critic, journalist, and screenwriter",77
Germany,Arts/Entertainment,Jodie Foster,271327,4.912217966,"Alicia Christian Foster , known professionally as Jodie Foster, is an American actress, film director, and producer",115
Germany,Arts/Entertainment,Jon Hamm,270295,4.909850195,"Jonathan Daniel ""Jon"" Hamm  is an American actor, director, and television producer",83
Germany,Business/Technology,Elon Musk,269890,4.908918512,"Elon Reeve Musk  is a South African-born, Canadian-American entrepreneur, engineer, inventor and investor",105
Germany,Government,Louis Brandeis,269198,4.907323358,Louis Dembitz Brandeis  was an American lawyer and associate justice on the Supreme Court of the United States from 1916 to 1939,128
Germany,Arts/Entertainment,David Hasselhoff,266402,4.900836173,"David Michael Hasselhoff , nicknamed ""The Hoff"", is an American actor, singer, producer, and businessman",104
Germany,Other,J. Edgar Hoover,264843,4.897189404,John Edgar Hoover  was the first Director of the Federal Bureau of Investigation  of the United States,102
Germany,Arts/Entertainment,Mae West,260658,4.887292784,"Mary Jane ""Mae"" West  was an American actress, singer, playwright, screenwriter, and sex symbol whose entertainment career spanned seven decades",144
Germany,Sports,Stephen Strasburg,260160,4.886104558,Stephen James Strasburg  is an American professional baseball pitcher for the Washington Nationals of Major League Baseball ,124
Germany,Military,John J. Pershing,259145,4.883675712,"John Joseph ""Black Jack"" Pershing  was the general in the United States Army who led the American Expeditionary Forces to victory over Germany in World War I, 1917",163
Germany,Sports,Lindsey Vonn,256422,4.877112411,Lindsey Caroline Vonn  is an American World Cup alpine ski racer on the United States Ski Team,94
Germany,Sports,Jacoby Ellsbury,255939,4.875940953,Jacoby McCabe Ellsbury  is an American professional baseball center fielder for the New York Yankees of Major League Baseball ,126
Germany,Arts/Entertainment,Bruce Willis,254140,4.871558156,"Walter Bruce Willis  is an American actor, producer and singer",62
Germany,Arts/Entertainment,Matt Groening,251027,4.863900332,"Matthew Abram ""Matt"" Groening  is an American cartoonist, screenwriter, and producer",84
Germany,Sports,Honus Wagner,249622,4.860412947,"Johannes Peter ""Honus"" Wagner  was an American baseball shortstop who played 21 seasons in Major League Baseball from 1897 to 1917, almost entirely for the Pittsburgh Pirates",174
Germany,Arts/Entertainment,Liv Tyler,247994,4.856347415,Liv Rundgren Tyler  is an American actress and former child model,65
Germany,Literature,John Steinbeck,247729,4.855683117,,0
Germany,Military,George Armstrong Custer,247533,4.855191331,George Armstrong Custer  was a United States Army officer and cavalry commander in the American Civil War and the American Indian Wars,134
Germany,Arts/Entertainment,Halle Berry,247266,4.85452077,Halle Maria Berry  is an American actress and former fashion model,66
Germany,Sports,Danny Wuerffel,245913,4.851111588,Daniel Wuerffel  is an American former college and professional football quarterback who won the 1996 Heisman Trophy and the 1996 national football championship while playing college football for the University of Florida,221
Germany,Other,Pat Nixon,243962,4.846162445,"Thelma Catherine ""Pat"" Ryan Nixon  was the wife of Richard Nixon, 37th President of the United States, and First Lady of the United States from 1969 to 1974",156
Germany,Business/Technology,Eric Schmidt,242069,4.841322453,"Eric Emerson Schmidt  is an American software engineer, businessman, and the executive chairman of Google",105
Germany,Other,About Wikipedia,241170,4.839010633,"Wikipedia  is a multilingual, web-based, free-content encyclopedia project supported by the Wikimedia Foundation and based on a model of openly editable content",160
Germany,Sports,Casey Stengel,239867,4.835644566,"Charles Dillon ""Casey"" Stengel , nicknamed ""The Old Perfessor"", was an American Major League Baseball outfielder and manager",124
Germany,Arts/Entertainment,Jon Voight,236464,4.826766543,"Jonathan Vincent ""Jon"" Voight  is an American actor",51
Germany,Religion,Paul Tillich,235295,4.823687251,Paul Johannes Tillich  was a German American Christian existentialist philosopher and theologian who is widely regarded as one of the most influential theologians of the twentieth century,187
Germany,Other,Buzz Aldrin,234977,4.822846952,"Buzz Aldrin  is an American engineer and former astronaut, and the second person to walk on the Moon",100
Germany,Sports,Sigi Schmid,234339,4.821157634,"Siegfried ""Sigi"" Schmid  is a German-American association football coach who coaches Seattle Sounders FC in Major League Soccer ",128
Germany,Literature,L. Frank Baum,233595,4.819181827,"Lyman Frank Baum , better known by his pen name L",49
Germany,Academia/Science,Herbert A. Simon,232614,4.816566989,"Herbert Alexander Simon , a Nobel laureate, was an American political scientist, economist, sociologist, psychologist, computer scientist, and Richard King Mellon Professor—most notably at Carnegie Mellon University—whose research ranged across the fields of cognitive psychology, cognitive science, computer science, public administration, economics, management, philosophy of science, sociology, and political science, unified by studies of decision-making",458
Germany,Arts/Entertainment,Lillian Gish,232374,4.815925595,"Lillian Diana Gish  was an American stage, screen and television actress, director and writer whose film acting career spanned 75 years, from 1912 to 1987",154
Germany,Sports,Brian Urlacher,231629,4.813930371,Brian Urlacher  is a former American football linebacker who spent his entire 13-year career playing for the Chicago Bears of the National Football League ,155
Germany,Government,Dana Rohrabacher,230426,4.810694966,Dana Tyrone Rohrabacher  is the U,33
Germany,Sports,Brad Friedel,229594,4.808447449,Bradley Howard Friedel /_fri_d_l/  is an American soccer player who plays as goalkeeper for Tottenham Hotspur in the Premier League,131
Germany,Academia/Science,Gustave Whitehead,229534,4.808285054,"Gustave Albin Whitehead, born Gustav Albin Weisskopf,  was an aviation pioneer who emigrated from Germany to the United States where he designed and built gliders, flying machines and engines between 1897 and 1915",213
